Original→Singular→Plural1→Plural2→Plural3
// ArcFormats strings  
AFAEncryptAffLabel→AFF 암호화→→→
AMIBaseArchive→기본 아카이브→→→
AMIBaseTooltip→새 아카이브에는 기본 아카이브의 항목도 포함됩니다.→→→
AMIChooseBase→기본 아카이브 선택→→→
AMIDescription→Amaterasu Translations 무브러브 아카이브→→→
AMINoFiles→AMI 아카이브에 적합한 파일을 찾을 수 없습니다.→→→
ArcEncryptedNotice→아카이브 내용이 암호화되어 있습니다.¶
적절한 암호화 방식을 선택하세요.→→→
DCFMergeWithBase→이미지를 베이스와 결합→→→
BaseImage→ [베이스: {0}]→→→
ArcNoEncryption→암호화 없음→→→
ArcReset→재설정→→→
GRPDescription→Age 독점 이미지 형식→→→
GSCDescription→Liar-soft 독점 스크립트 형식→→→
INTCreationNotice→암호화된 아카이브 생성이 구현되지 않았습니다.→→→
INTDescription→CatSystem2 엔진 리소스 아카이브→→→
INTKeyRequirement→숫자 키는 32비트 16진수 정수여야 합니다→→→
INTLabelNumericKey→숫자 키→→→
INTNotice→아카이브 디렉터리가 암호화되어 있습니다.→→→
KogadoDescription→Kogado 게임 엔진 리소스 아카이브→→→
LabelPassphrase→암호:→→→
LabelScheme→방식→→→
LWGDescription→Liar-soft 이미지 아카이브→→→
MsgAddingFile→파일 추가 중→→→
MsgCalculatingChecksum→체크섬 계산 중...→→→
MsgCompressingIndex→색인 압축 중...→→→
MsgCreationKeyRequired→아카이브 생성에는 암호화 키가 필요합니다.→→→
MsgEncNotImplemented→암호화 방법이 구현되지 않음→→→
MsgExtensionTooLong→파일 이름 확장자가 너무 깁니다.→→→
MsgFileNameTooLong→파일 이름이 너무 깁니다→→→
MsgFileAlreadyExists→파일이 이미 존재합니다→→→
MsgIllegalCharacters→파일 이름에 잘못된 문자가 포함되어 있습니다→→→
MsgInvalidImageFormat→{0}: 이미지 형식을 인식할 수 없습니다.→→→
MsgInvalidVersion→잘못된 아카이브 버전이 지정되었습니다.→→→
MsgNoExtension→확장자가 없는 파일 이름.→→→
MsgTooManyFiles→파일 수가 아카이브 제한을 초과합니다.→→→
MsgUpdatingIndex→색인 업데이트 중...→→→
MsgWritingIndex→색인 쓰기 중...→→→
MsgUnidentifiedData→식별되지 않은 데이터 파일→→→
NPACompressContents→내용 압축→→→
NPADescription→Nitro+ 리소스 아카이브→→→
NPAKeys→암호화 키¶
(내용이 암호화되지 않은 경우에도 필요)→→→
