Original→Singular→Plural1→Plural2→Plural3
// ArcFormats strings
AFAEncryptAffLabel→加密AFF→→→
AMIBaseArchive→基础档案→→→
AMIBaseTooltip→新档案还将包含基础档案中的条目。→→→
AMIChooseBase→选择基础档案→→→
AMIDescription→Amaterasu Translations Muv-Luv 档案→→→
AMINoFiles→未找到适合AMI档案的文件。→→→
ArcEncryptedNotice→档案内容已加密。¶
请选择适当的加密方案。→→→
DCFMergeWithBase→將圖像與其底圖合併→→→
BaseImage→ [底圖：{0}]→→→
ArcNoEncryption→无加密→→→
ArcReset→重置→→→
GRPDescription→âge专有图像格式→→→
GSCDescription→Liar-soft专有脚本格式→→→
INTCreationNotice→未实现加密档案的创建。→→→
INTDescription→CatSystem2引擎资源档案→→→
INTKeyRequirement→数字密钥应为32位十六进制整数→→→
INTLabelNumericKey→数字密钥→→→
INTNotice→档案目录已加密。→→→
KogadoDescription→Kogado游戏引擎资源档案→→→
LabelPassphrase→密码：→→→
LabelScheme→方案→→→
LWGDescription→Liar-soft图像档案→→→
MsgAddingFile→添加文件→→→
MsgCalculatingChecksum→计算校验和…→→→
MsgCompressingIndex→压缩索引…→→→
MsgCreationKeyRequired→创建档案需要加密密钥。→→→
MsgEncNotImplemented→加密方法未实现→→→
MsgExtensionTooLong→文件扩展名太长。→→→
MsgFileNameTooLong→文件名太长→→→
MsgFileAlreadyExists→檔案已存在→→→
MsgIllegalCharacters→文件名包含非法字符→→→
MsgInvalidImageFormat→{0}：无法识别图像格式。→→→
MsgInvalidVersion→指定的档案版本无效。→→→
MsgNoExtension→文件名无扩展名。→→→
MsgTooManyFiles→文件数超出档案限制。→→→
MsgUpdatingIndex→更新索引…→→→
MsgWritingIndex→写入索引…→→→
MsgUnidentifiedData→無法識別的資料檔案→→→
NPACompressContents→压缩内容→→→
NPADescription→Nitro+资源档案→→→
NPAKeys→加密密钥¶
（即使内容未加密也需要）→→→
NPASteinsGateDescription→Nitro+ Steins;Gate资源档案→→→
NSADescription→NScripter游戏引擎资源档案→→→
ONSArchiveType→档案类型→→→
ONSCompression→压缩→→→
ONSCompressionNone→无→→→
PDDescription→Flying Shine资源档案→→→
PDScrambleContents→加扰内容→→→
CompressionLevelLabel→封存壓縮：→→→
VersionLabel→封存版本：→→→
SchemeLabel→加密方案：→→→
KeyLabel→遊戲金鑰：→→→
QLIECompressLabel→壓縮檔案(BPE;非常慢)→→→
DefaultScheme→(無)→→→
RPADescription→Ren'Py游戏引擎档案→→→
