Original→Singular→Plural1→Plural2→Plural3
// ArcFormats strings
AFAEncryptAffLabel→Encrypt AFF→→→
AMIBaseArchive→Base archive→→→
AMIBaseTooltip→New archive will also contain entries from the base archive.→→→
AMIChooseBase→Select base archive→→→
AMIDescription→Amaterasu Translations Muv-Luv archive→→→
AMINoFiles→No files suitable for AMI archive found.→→→
ArcEncryptedNotice→Archive content is encrypted.¶
Choose appropriate encryption scheme.→→→
DCFMergeWithBase→Combine images with their bases→→→
BaseImage→ [Base: {0}]→→→
ArcNoEncryption→no encryption→→→
ArcReset→Reset→→→
GRPDescription→Age proprietary image format→→→
GSCDescription→Liar-soft proprietary script format→→→
INTCreationNotice→Encrypted archives creation is not implemented.→→→
INTDescription→CatSystem2 engine resource archive→→→
INTKeyRequirement→Numeric key should be a 32-bit hexadecimal integer→→→
INTLabelNumericKey→Numeric key→→→
INTNotice→Archive directory is encrypted.→→→
KogadoDescription→Kogado game engine resource archive→→→
LabelPassphrase→Password:→→→
LabelScheme→Scheme→→→
LWGDescription→Liar-soft image archive→→→
MsgAddingFile→Adding file→→→
MsgCalculatingChecksum→Calculating checksum...→→→
MsgCompressingIndex→Compressing index...→→→
MsgCreationKeyRequired→Encryption key required for archive creation.→→→
MsgEncNotImplemented→Encryption method not implemented→→→
MsgExtensionTooLong→File name extension too long.→→→
MsgFileNameTooLong→File name is too long→→→
MsgFileAlreadyExists→File already exists→→→
MsgIllegalCharacters→File name contains illegal characters→→→
MsgInvalidImageFormat→{0}: image format not recognized.→→→
MsgInvalidVersion→Invalid archive version specified.→→→
MsgNoExtension→File name without extension.→→→
MsgTooManyFiles→Number of files exceeds archive limit.→→→
MsgUpdatingIndex→Updating index...→→→
MsgWritingIndex→Writing index...→→→
MsgUnidentifiedData→Unidentified data file→→→
NPACompressContents→Compress contents→→→
NPADescription→Nitro+ resource archive→→→
NPAKeys→Encryption keys¶
(required even if contents is not encrypted)→→→
NPASteinsGateDescription→Nitro+ Steins;Gate resource archive→→→
NSADescription→NScripter game engine resource archive→→→
ONSArchiveType→Archive type→→→
ONSCompression→Compression→→→
ONSCompressionNone→None→→→
PDDescription→Flying Shine resource archive→→→
PDScrambleContents→Scramble contents→→→
CompressionLevelLabel→Archive Compression:→→→
VersionLabel→Archive Version:→→→
SchemeLabel→Encryption Scheme:→→→
KeyLabel→Game Key:→→→
QLIECompressLabel→Compress files (BPE; very slow)→→→
DefaultScheme→(None)→→→
RPADescription→Ren'Py game engine archive→→→
